"","ses_age","channel","Label","t"
"285",16,66,"E75",0.0511363636363636
"286",16,67,"E76",0.0227272727272727
"287",16,68,"E77",0.0227272727272727
"288",16,69,"E78",0.0625
"289",16,70,"E79",0.0625
"290",16,71,"E80",0.0397727272727273
"291",16,72,"E82",0.0625
"292",16,73,"E83",0.0454545454545455
"293",16,74,"E84",0.0397727272727273
"294",16,75,"E85",0.0170454545454545
"295",16,76,"E86",0.0511363636363636
"296",16,77,"E87",0.0568181818181818
"297",16,78,"E89",0.0625
"298",16,79,"E90",0.0284090909090909
"299",16,80,"E91",0.0454545454545455
"300",16,81,"E92",0.0284090909090909
"301",16,82,"E93",0.0454545454545455
"302",16,83,"E95",0.0852272727272727
"303",16,84,"E96",0.0681818181818182
"304",16,85,"E97",0.0227272727272727
"305",16,86,"E98",0.0227272727272727
"306",16,87,"E100",0.0511363636363637
"307",16,88,"E101",0.0568181818181818
"308",16,89,"E102",0.0511363636363636
"309",16,90,"E103",0.0227272727272727
"310",16,91,"E104",0.0170454545454545
"311",16,92,"E105",0.113636363636364
"312",16,93,"E106",0.0625
"313",16,94,"E108",0.0738636363636364
"314",16,95,"E109",0.0227272727272727
"315",16,96,"E110",0.0454545454545455
"316",16,97,"E111",0.0397727272727273
"317",16,98,"E112",0.0397727272727273
"318",16,99,"E114",0.0511363636363637
"319",16,100,"E115",0.0454545454545455
"320",16,101,"E116",0.0454545454545455
"321",16,102,"E117",0.0397727272727273
"322",16,103,"E118",0.0397727272727273
"323",16,104,"E121",0.0284090909090909
"324",16,105,"E122",0.0454545454545455
"325",16,106,"E123",0.0397727272727273
"326",16,107,"E124",0.0511363636363636
"327",16,108,"Cz",0.0397727272727273
